fatigue_index,movement_variance,activity_normalized,spo2_variance,hrv_sdnn,desaturation_count,activity_level,hrv_rmssd,movement_entropy,hrv_ratio,hr_activity_ratio
50.636,21.624044786265433,0.3757521729440606,0.08687500000000048,3.31,0,0.281,3.41,3.09,0.7911832946635731,266.1328588374852
50.272,21.26086845061728,0.39293349836840324,0.108541666666666,2.99,0,0.291,4.32,3.074,1.0827067669172932,254.49599083619705
50.224000000000004,21.644423135802473,0.3431952662721894,0.037430555555556,2.44,0,0.261,4.44,2.955,1.2906976744186047,291.37931034482756
49.388,21.39307900617284,0.3508692707157372,0.0718749999999994,3.86,0,0.259,6.53,3.241,1.343621399176955,285.00643500643497
50.38,21.388427576388885,0.35766505454954456,0.08576388888888957,2.57,0,0.265,4.05,3.074,1.134453781512605,279.5911949685534
50.344,21.29339391666667,0.35587508425073017,0.08305555555555562,3.42,0,0.264,4.14,3.042,0.9366515837104071,280.99747474747477
50.34,21.538715465277775,0.38980044345898,0.11909722222222076,3.73,0,0.293,4.15,3.022,0.8773784355179703,256.54152445961324
49.908,21.705623076388893,0.4136532612369044,0.06583333333333355,3.42,0,0.306,5.23,3.042,1.1832579185520362,241.7483660130719
49.828,21.71962227469136,0.3743291592128802,0.07076388888889001,3.6,0,0.279,5.43,2.955,1.1804347826086956,267.14456391875746
49.544,21.36168258256173,0.3536557930258718,0.08743055555555589,3.77,0,0.262,6.14,3.126,1.2872117400419287,282.7608142493638
49.864000000000004,21.218055361111112,0.3305520630929249,0.06666666666666644,3.11,0,0.241,5.34,2.924,1.299270072992701,302.52420470262797
50.636,21.27176329861111,0.40105299301819836,0.08576388888888904,2.52,0,0.292,3.41,3.054,0.96875,249.34360730593616
50.408,21.386570249228395,0.3351191154679129,0.08555555555555538,2.32,0,0.245,3.98,3.007,1.1987951807228916,298.4013605442177
49.756,21.38192083333333,0.3382729805013928,0.04020833333333291,3.41,0,0.253,5.61,2.892,1.272108843537415,295.6192358366271
49.64,21.358382804783954,0.3483648881239243,0.04805555555555574,3.65,0,0.253,5.9,3.038,1.2688172043010753,287.05533596837944
50.284,21.401800098765435,0.34479638009049773,0.08354166666666611,2.79,0,0.254,4.29,3.074,1.1319261213720317,290.0262467191601
50.584,21.534043805555555,0.3772475404274569,0.11743055555555774,2.58,0,0.278,3.54,3.157,0.9888268156424581,265.07793764988
50.8,21.251049413580244,0.37162162162162166,0.085208333333333,2.0,0,0.275,3.0,2.87,1.0,269.09090909090907
50.42,21.55121925617284,0.3429328037073817,0.10354166666666721,2.49,0,0.259,3.95,2.991,1.1318051575931232,291.60231660231653
50.592,21.516512570987658,0.34757518588391967,0.06354166666666708,2.33,0,0.261,3.52,3.042,1.057057057057057,287.70753512132825
50.024,21.295800811728395,0.3379139445821131,0.0807638888888879,3.17,0,0.25,4.94,3.054,1.1846522781774582,295.93333333333334
50.564,21.330710200617286,0.3252649191299498,0.0824305555555561,3.09,0,0.243,3.59,3.07,0.8777506112469438,307.44170096021946
50.768,21.399539434413587,0.34499665700913745,0.09916666666666747,2.3,0,0.258,3.08,3.137,0.9333333333333335,289.85788113695094
50.412,21.779530409722224,0.3798502382573179,0.10388888888888782,2.88,0,0.279,3.97,3.059,1.02319587628866,263.2616487455197
49.596000000000004,21.467627472222222,0.3175879396984925,0.06722222222222209,3.48,0,0.237,6.01,3.153,1.341517857142857,314.87341772151893
50.184,21.487688833333333,0.3777207277597945,0.07576388888888863,3.34,0,0.282,4.54,2.907,1.0460829493087558,264.74586288416083
49.66,21.437177611111117,0.36297968397291197,0.08243055555555577,3.95,0,0.268,5.85,3.22,1.1818181818181817,275.49751243781094
50.328,21.68453317515432,0.35490084985835696,0.060763888888888985,2.88,0,0.261,4.18,2.773,1.077319587628866,281.76883780332054
50.708,21.34374393441358,0.3245047852214556,0.09638888888888945,2.12,0,0.243,3.23,3.22,1.0352564102564101,308.161865569273
50.628,21.13404408256173,0.3501113585746103,0.07687499999999925,2.4,0,0.262,3.43,3.157,1.0088235294117647,285.6234096692112
50.82,20.956025101080243,0.3821656050955415,0.06520833333333302,2.33,0,0.275,2.95,2.928,0.8858858858858859,261.66666666666663
50.164,21.553567098765434,0.3148335015136226,0.09305555555555522,3.38,0,0.234,4.59,3.137,1.047945205479452,317.62820512820514
50.576,21.024941131944445,0.3309417040358745,0.10576388888888923,2.74,0,0.246,3.56,3.074,0.9518716577540106,302.1680216802168
50.372,21.52405921219136,0.3630439841750058,0.053541666666667265,2.51,0,0.26,4.07,2.94,1.1595441595441598,275.44871794871796
50.372,21.55710963888889,0.37651277454056487,0.05638888888888977,3.08,0,0.28,4.07,3.042,0.9975490196078431,265.5952380952381
50.152,21.28997428626543,0.35449317848686435,0.05972222222222179,2.88,0,0.262,4.62,3.168,1.190721649484536,282.0928753180662
50.252,21.630201108024693,0.3428196147110333,0.06909722222222187,2.73,0,0.261,4.37,2.792,1.1715817694369974,291.69859514687096
49.916,21.49952553395062,0.37465815861440294,0.06555555555555591,3.03,0,0.274,5.21,3.042,1.2928039702233252,266.90997566909977
50.216,21.43694462654321,0.3578852236782648,0.0838888888888893,3.02,0,0.264,4.46,3.055,1.1094527363184081,279.4191919191919
50.28,21.277011376543207,0.3403774437789581,0.07409722222222236,2.7,0,0.251,4.3,3.074,1.162162162162162,293.7915006640106
50.788,22.013548656635805,0.36730575176589303,0.059097222222222134,2.52,0,0.273,3.03,2.939,0.8607954545454545,272.25274725274727
50.332,21.415334631944447,0.3729007197532275,0.04888888888888846,2.29,0,0.272,4.17,2.959,1.2674772036474165,268.1678921568627
50.612,21.390968131944444,0.3234933719505403,0.09083333333333438,2.39,0,0.242,3.47,3.007,1.0235988200589972,309.1253443526171
50.968,21.307649397376547,0.3565698791097051,0.06583333333333273,1.8,0,0.263,2.58,3.168,0.9214285714285715,280.44993662864385
50.14,21.433726798611115,0.3046848668688911,0.07854166666666693,2.65,0,0.226,4.65,3.074,1.2739726027397262,328.2079646017699
50.072,21.459206249228398,0.3226822682268226,0.056388888888889856,2.86,0,0.239,4.82,3.094,1.2487046632124355,309.90237099023716
50.536,21.09656588888889,0.33476394849785407,0.10243055555555448,2.78,0,0.247,3.66,2.876,0.9682539682539684,298.71794871794873
49.34,21.51056119367284,0.2884486979746272,0.060763888888888395,3.68,0,0.216,6.65,3.074,1.420940170940171,346.68209876543216
50.144,21.25460659876543,0.4108083352415846,0.09722222222222308,2.9,0,0.299,4.64,3.09,1.1897435897435897,243.42251950947605
50.06,21.45244137654321,0.3269902038058778,0.08243055555555584,3.43,0,0.242,4.85,3.122,1.0948081264108351,305.8195592286501
50.228,21.268617672839504,0.3136990912150791,0.0822222222222222,2.81,0,0.233,4.43,3.241,1.1627296587926508,318.77682403433477
50.86,21.4929236566358,0.37059415911379673,0.10305555555555619,2.73,0,0.276,2.85,2.892,0.7640750670241288,269.836956521739
50.772,21.61166347222222,0.3399130143860823,0.04166666666666762,2.23,0,0.254,3.07,2.928,0.9504643962848297,294.1929133858268
49.624,21.294453265432097,0.3905603400067106,0.09305555555555682,3.2,0,0.291,5.94,3.122,1.4142857142857144,256.0423825887744
50.636,21.545093811728393,0.3599728322390763,0.1057638888888885,2.99,0,0.265,3.41,2.924,0.8546365914786967,277.7987421383648
50.152,21.26430911111111,0.37768817204301086,0.08055555555555571,2.79,0,0.281,4.62,3.09,1.2189973614775726,264.76868327402127
50.716,21.305869944444442,0.31299675361020934,0.06333333333333444,2.28,0,0.233,3.21,3.157,0.978658536585366,319.49213161659515
49.612,21.754547302469135,0.31876260928043043,0.045763888888888764,3.25,0,0.237,5.97,3.241,1.404705882352941,313.71308016877634
50.524,21.34873034182099,0.28590878148400267,0.07222222222222294,2.93,0,0.21,3.69,3.22,0.9389312977099236,349.7619047619049
50.272,21.649304833333336,0.34875769318440847,0.08722222222222265,2.65,0,0.255,4.32,3.074,1.1835616438356165,286.73202614379085
51.076,21.29889593441358,0.3183236736513598,0.06576388888888803,1.42,0,0.238,2.31,3.157,0.9545454545454546,314.14565826330534
50.472,21.152311730709876,0.3439016134491707,0.07472222222222268,2.35,0,0.254,3.82,3.074,1.1402985074626866,290.7808398950131
50.08,21.315703934413584,0.34259053543656964,0.08909722222222266,2.94,0,0.257,4.8,3.002,1.2182741116751268,291.89364461738
50.084,21.123428619598766,0.3358916478555305,0.07055555555555566,3.01,0,0.248,4.79,3.189,1.1945137157107233,297.71505376344084
50.120000000000005,21.341185638888888,0.3544697390338701,0.07409722222222305,2.75,0,0.266,4.7,3.054,1.2533333333333334,282.11152882205516
50.732,21.11221901543209,0.37213483146067416,0.05576388888888986,2.51,0,0.276,3.17,2.752,0.9031339031339032,268.719806763285
50.828,21.004137302469136,0.35970581680410085,0.09854166666666632,2.34,0,0.269,2.93,2.907,0.877245508982036,278.00495662949186
50.056,21.74369394135803,0.39633525619273835,0.09250000000000146,3.13,0,0.292,4.86,2.735,1.1767554479418887,252.31164383561645
50.792,21.612504916666666,0.3647617994915442,0.055833333333333374,2.34,0,0.275,3.02,2.876,0.9041916167664671,274.1515151515151
49.784,21.093667619598758,0.38034865293185427,0.10250000000000091,3.29,0,0.28,5.54,3.037,1.2913752913752914,262.91666666666663
50.492000000000004,21.61961040972222,0.355683836589698,0.07388888888888948,2.52,0,0.267,3.77,2.872,1.0710227272727273,281.14856429463174
49.868,21.50782354552469,0.335801393728223,0.09138888888888969,3.63,0,0.257,5.33,3.007,1.1511879049676026,297.7950713359274
50.072,21.364009489969135,0.34198608196178065,0.06916666666666793,3.62,0,0.258,4.82,3.038,1.0432900432900434,292.4095607235142
50.356,21.30113861728395,0.31543321299638993,0.08020833333333381,2.67,0,0.233,4.11,3.205,1.1198910081743871,317.0243204577968
50.36,21.35361464506173,0.35927337968154294,0.08354166666666789,2.54,0,0.267,4.1,2.986,1.15819209039548,278.3395755305868
50.452,21.18835087654321,0.30337454059472097,0.08243055555555655,3.12,0,0.227,3.87,2.887,0.9393203883495146,329.62555066079295
50.328,21.734049631944444,0.3413092550790068,0.10854166666666736,2.56,0,0.252,4.18,3.122,1.1741573033707864,292.989417989418
50.46,21.39413368209877,0.31551038444542645,0.026874999999999195,2.58,0,0.238,3.85,3.137,1.0754189944134078,316.94677871148457
50.092,21.123870897376538,0.3226308187979113,0.0666666666666669,3.32,0,0.242,4.77,2.955,1.1041666666666665,309.9517906336089
50.564,21.34758475,0.34813186813186814,0.03555555555555625,2.82,0,0.264,3.59,3.122,0.9397905759162304,287.24747474747477
50.156,21.593451897376546,0.3250111457868925,0.04333333333333433,2.97,0,0.243,4.61,3.002,1.1612090680100755,307.68175582990403
50.876000000000005,21.535958645061733,0.361576801087449,0.0730555555555555,2.67,0,0.266,2.81,2.955,0.7656675749318801,276.56641604010025
50.508,21.400972489969135,0.2979254052828477,0.11722222222222384,2.63,0,0.219,3.73,3.137,1.0275482093663912,335.6544901065449
50.9,21.691190378858025,0.2938451356717406,0.10576388888888989,2.73,0,0.222,2.75,3.074,0.7372654155495979,340.3153153153153
50.316,21.315059243055558,0.32461079827757544,0.09722222222222349,2.98,0,0.245,4.21,3.022,1.0577889447236182,308.06122448979585
49.976,20.97577865432099,0.31477159053017667,0.07750000000000079,3.06,0,0.236,5.06,3.059,1.2463054187192115,317.69067796610176
49.888,21.48142487885802,0.31200000000000006,0.04555555555555512,3.49,0,0.234,5.28,2.953,1.175946547884187,320.51282051282044
50.536,21.3339784529321,0.3624205951186894,0.05409722222222221,2.75,0,0.271,3.66,3.086,0.9760000000000001,275.92250922509226
50.188,21.281154138117287,0.3478064734408481,0.10243055555555595,2.85,0,0.257,4.53,2.907,1.1766233766233767,287.5162127107652
49.992000000000004,21.2737939529321,0.3079973562458691,0.040763888888889745,2.86,0,0.233,5.02,3.142,1.3005181347150259,324.6781115879828
49.896,21.196309515432095,0.3130319442909251,0.07576388888888967,3.27,0,0.236,5.26,3.094,1.2318501170960188,319.45621468926555
50.184,21.628433950617282,0.31377899045020463,0.07409722222222229,3.0,0,0.23,4.54,3.174,1.135,318.695652173913
50.528,21.167977070987657,0.33529216099345827,0.10888888888889035,2.64,0,0.252,3.68,2.87,1.010989010989011,298.2473544973545
50.14,21.207155193672836,0.3026213914390001,0.06354166666666668,3.66,0,0.228,4.65,2.787,0.997854077253219,330.44590643274853
49.972,21.619414187500002,0.30494056058457847,0.048055555555555525,3.01,0,0.233,5.07,2.615,1.264339152119701,327.9327610872675
49.744,21.381561783950616,0.336398891966759,0.06743055555555592,3.83,0,0.253,5.64,3.011,1.1677018633540373,297.266139657444
50.548,21.198854469135803,0.29753183816071227,0.055763888888889314,2.7,0,0.22,3.63,3.189,0.981081081081081,336.0984848484849
49.852000000000004,21.121667897376543,0.3200526835693119,0.11909722222222259,3.49,0,0.243,5.37,2.939,1.1959910913140313,312.44855967078183
50.024,21.448077830246913,0.3240360040004445,0.07999999999999967,3.04,0,0.243,4.94,3.011,1.2227722772277227,308.6076817558299
50.056,21.540453126543216,0.313417778275978,0.05722222222222243,3.18,0,0.233,4.86,2.836,1.1626794258373208,319.0629470672389
50.296,21.438478932098764,0.30276758919639885,0.05638888888888951,3.06,0,0.227,4.26,3.157,1.049261083743842,330.28634361233475
50.436,21.694790076388887,0.36306588973554466,0.07055555555555613,2.55,0,0.27,3.91,3.059,1.1014084507042254,275.43209876543204
51.136,21.49275463811728,0.3610643314247222,0.11354166666666721,1.95,0,0.268,2.16,2.557,0.7322033898305085,276.9589552238805
50.5,21.55623287654321,0.39598662207357854,0.07743055555555602,2.21,0,0.296,3.75,2.787,1.1682242990654206,252.5337837837838
50.648,21.387947833333335,0.3177106804867057,0.08909722222222312,2.94,0,0.235,3.38,2.892,0.8578680203045685,314.7517730496454
50.548,21.2385364529321,0.3058186738836265,0.08520833333333395,2.81,0,0.226,3.63,3.157,0.952755905511811,326.9911504424779
49.892,21.43724424305556,0.29219030520646316,0.09250000000000097,3.4,0,0.217,5.27,3.157,1.1977272727272725,342.2427035330261
49.864000000000004,21.77620163888889,0.3361529166208942,0.057430555555555866,3.56,0,0.255,5.34,2.98,1.1710526315789471,297.48366013071893
50.7,21.04678746527778,0.27439227439227437,0.07305555555555668,2.16,0,0.206,3.25,2.971,1.0284810126582278,364.4417475728156
50.484,21.165033619598766,0.3193144661179389,0.11805555555555536,3.1,0,0.236,3.79,3.074,0.9243902439024391,313.17090395480227
50.396,21.616327354166668,0.35816876122082586,0.04888888888888948,2.51,0,0.266,4.01,3.094,1.1424501424501425,279.19799498746863
50.332,21.27688513194444,0.31116121758737325,0.06743055555555552,2.65,0,0.23,4.17,3.153,1.1424657534246576,321.3768115942028
50.548,21.08390608024691,0.269542977871678,0.05020833333333296,2.82,0,0.202,3.63,3.007,0.9502617801047121,370.99834983498346
49.776,21.788331952932097,0.3020354563361786,0.0890972222222236,3.27,0,0.23,5.56,3.209,1.3021077283372366,331.08695652173907
49.648,21.732481743055555,0.3104611923509562,0.0647222222222214,3.81,0,0.23,5.88,3.241,1.2224532224532223,322.10144927536226
50.22,21.33944961728395,0.3226308187979113,0.09243055555555639,2.75,0,0.242,4.45,3.003,1.1866666666666668,309.9517906336089
49.464,21.240875489969138,0.3328582392281548,0.06076388888888958,3.38,0,0.253,6.34,3.09,1.447488584474886,300.42819499341243
50.612,21.628777108024693,0.31723368655883993,0.06743055555555662,2.28,0,0.237,3.47,2.784,1.0579268292682928,315.225035161744
50.352000000000004,21.101175823302466,0.33380790712955866,0.08909722222222327,2.57,0,0.254,4.12,2.87,1.15406162464986,299.5734908136483
50.596000000000004,21.50229330478395,0.330188679245283,0.05743055555555473,2.78,0,0.245,3.51,3.189,0.9285714285714286,302.8571428571429
49.836,21.104528904320986,0.3429328037073816,0.06222222222222249,3.84,0,0.259,5.41,2.802,1.1177685950413223,291.6023166023166
50.344,21.49060048996914,0.286784140969163,0.07743055555555538,2.57,0,0.217,4.14,3.142,1.1596638655462184,348.69431643625194
50.488,21.454433570987657,0.34892205638474294,0.02972222222222165,2.8,0,0.263,3.78,2.953,0.9947368421052631,286.59695817490496
50.196,21.40563346527778,0.3448045439358504,0.11187500000000138,3.45,0,0.258,4.51,3.059,1.0134831460674156,290.0193798449612
49.632,21.028017508487654,0.31766256590509667,0.10743055555555557,3.3,0,0.241,5.92,3.142,1.3767441860465117,314.7994467496542
50.092,21.442892305555556,0.3339317773788151,0.05972222222222249,2.95,0,0.248,4.77,3.063,1.2075949367088605,299.4623655913978
50.08,21.86288186033951,0.3402620876638048,0.13243055555555638,2.75,0,0.251,4.8,3.059,1.28,293.89110225763613
50.424,21.486656111111117,0.29383353925643035,0.04833333333333353,2.83,0,0.218,3.94,3.034,1.0287206266318538,340.3287461773701
49.724000000000004,21.015149545524693,0.29882220975883345,0.11305555555555709,3.4,0,0.222,5.69,3.038,1.2931818181818182,334.64714714714717
50.332,21.238910756172842,0.2903116912343873,0.109722222222224,3.01,0,0.215,4.17,2.907,1.0399002493765586,344.4573643410852
50.092,21.14622011111111,0.35034573592360885,0.06354166666666708,3.16,0,0.266,4.77,3.055,1.1466346153846152,285.43233082706763
50.808,21.336138083333335,0.27566498131457456,0.09243055555555764,2.56,0,0.209,2.98,3.209,0.8370786516853932,362.7591706539076
51.096000000000004,21.24725002083333,0.28678911263553886,0.052500000000000664,1.62,0,0.216,2.26,3.074,0.8625954198473281,348.6882716049383
50.364000000000004,21.35915155246914,0.2879785690367229,0.06888888888888965,3.56,0,0.215,4.09,2.836,0.8969298245614034,347.2480620155038
50.844,21.231884897376542,0.30762430939226515,0.05250000000000102,2.53,0,0.232,2.89,2.935,0.8186968838526913,325.07183908045977
50.496,21.151716508487656,0.3296482412060302,0.07972222222222307,2.2,0,0.246,3.76,3.07,1.1749999999999998,303.3536585365853
50.120000000000005,21.62899997222222,0.3031967483247281,0.0657638888888893,2.64,0,0.23,4.7,3.142,1.2912087912087913,329.8188405797101
49.912,21.628712904320984,0.30553116769095695,0.06576388888888869,3.59,0,0.232,5.22,3.003,1.1372549019607843,327.2988505747126
50.992000000000004,21.508555508487657,0.310198761811665,0.06576388888888951,2.78,0,0.238,2.52,3.146,0.6666666666666667,322.3739495798319
50.836,21.482520743055552,0.3246427402639903,0.10472222222222301,2.05,0,0.248,2.91,3.074,0.9540983606557378,308.03091397849465
50.480000000000004,21.38976537654321,0.3023411371237459,0.062222222222223594,2.82,0,0.226,3.8,3.038,0.9947643979057592,330.7522123893805
50.156,21.423054471450612,0.29157883057805395,0.03472222222222242,3.14,0,0.219,4.61,3.105,1.113526570048309,342.96042617960427
50.292,21.529477860339505,0.34609058010746796,0.06388888888889048,2.5,0,0.263,4.27,2.844,1.22,288.9416983523447
50.468,21.462520916666666,0.29956920357892414,0.06166666666666748,2.25,0,0.226,3.83,3.038,1.1784615384615384,333.8126843657817
50.532,21.532402944444446,0.30457516339869284,0.07020833333333541,2.23,0,0.233,3.67,3.189,1.1362229102167183,328.3261802575107
50.612,21.249598941358027,0.31407942238267156,0.08576388888888992,2.31,0,0.232,3.47,3.003,1.0483383685800605,318.3908045977011
50.208,21.439096969135804,0.3140333660451423,0.10000000000000143,2.87,0,0.24,4.48,3.137,1.157622739018088,318.4375
51.012,21.25537469367284,0.31112614135948596,0.043055555555556145,2.02,0,0.23,2.47,2.849,0.8178807947019868,321.41304347826093
50.528,21.443900687500005,0.31825273010920435,0.05166666666666647,2.88,0,0.238,3.68,3.094,0.9484536082474228,314.21568627450984
49.768,21.227198478395064,0.3224314502808061,0.04972222222222194,3.28,0,0.244,5.58,2.884,1.3037383177570097,310.14344262295083
49.652,21.73794840972222,0.33586083853702053,0.0985416666666682,3.81,0,0.251,5.87,2.986,1.2203742203742203,297.7423638778221
50.256,21.06783207098765,0.3353135313531354,0.07972222222222307,3.09,0,0.254,4.36,2.907,1.0660146699266504,298.22834645669286
50.476,21.522129416666665,0.29010695187165775,0.064722222222223,2.77,0,0.217,3.81,3.022,1.0106100795755968,344.70046082949307
49.903999999999996,21.24141290432099,0.3269681742043551,0.07972222222222262,3.12,0,0.244,5.24,3.074,1.2718446601941749,305.84016393442624
50.572,21.070178915895063,0.29938171168239514,0.07243055555555622,2.29,0,0.23,3.57,3.22,1.0851063829787233,334.0217391304347
50.376000000000005,21.28442662654321,0.26825827455236023,0.0975000000000003,3.1,0,0.206,4.06,3.055,0.9902439024390244,372.7750809061489
49.284,21.767377989969134,0.3210613598673299,0.08805555555555593,3.95,0,0.242,6.79,3.003,1.3717171717171717,311.4669421487604
49.644,21.367375076388885,0.2580787471048859,0.07638888888888987,3.38,0,0.195,5.89,2.861,1.3447488584474885,387.4786324786324
49.784,21.502684860339503,0.3375753516409913,0.10138888888889007,3.23,0,0.252,5.54,2.632,1.309692671394799,296.23015873015873
50.832,21.42753950848765,0.2657894736842105,0.09305555555555678,2.44,0,0.202,2.92,3.241,0.8488372093023255,376.2376237623762
49.752,21.259623055555554,0.29902782433791486,0.053055555555555405,3.33,0,0.223,5.62,3.094,1.297921478060046,334.41704035874443
50.416,21.23495497145062,0.2906115227247595,0.06743055555555515,3.23,0,0.219,3.96,3.209,0.9361702127659574,344.1019786910198
49.744,21.57138519367284,0.3313531353135314,0.08909722222222143,3.28,0,0.251,5.64,2.87,1.3177570093457944,301.79282868525894
50.684,21.476006487654324,0.30109428539847466,0.07187500000000059,2.58,0,0.227,3.29,2.866,0.9189944134078212,332.12187958883993
50.532,21.565652820987655,0.2957198443579766,0.08020833333333356,2.16,0,0.228,3.67,3.122,1.1613924050632911,338.15789473684214
50.172,21.517692805555555,0.29808749175643007,0.04576388888888836,3.06,0,0.226,4.57,2.94,1.125615763546798,335.47197640117986
50.012,21.500022450617287,0.29897475471282114,0.06576388888889015,3.31,0,0.226,4.97,3.209,1.1531322505800463,334.4764011799409
50.088,21.695178452932097,0.312430755594948,0.09805555555555599,3.21,0,0.235,4.78,2.82,1.1353919239904988,320.0709219858156
50.772,21.249645804783952,0.2787945205479452,0.0724305555555562,2.36,0,0.212,3.07,3.137,0.9136904761904762,358.687106918239
49.996,21.202432311728398,0.3136303484781649,0.06833333333333362,3.43,0,0.237,5.01,3.105,1.1309255079006773,318.84669479606197
50.572,21.362093645061726,0.28863661908508487,0.1107638888888901,2.87,0,0.214,3.57,2.721,0.9224806201550387,346.4563862928349
49.980000000000004,21.219535582561733,0.269814502529511,0.08555555555555562,3.4,0,0.2,5.05,3.153,1.1477272727272725,370.625
50.144,21.541862897376546,0.30501672240802685,0.11854166666666759,3.16,0,0.228,4.64,3.209,1.1153846153846152,327.8508771929824
50.092,21.40908902700617,0.3110916648435791,0.040208333333333963,3.38,0,0.237,4.77,3.003,1.0890410958904109,321.44866385372717
49.768,21.313132487654322,0.30358488534826134,0.052500000000000664,3.44,0,0.235,5.58,2.959,1.256756756756757,329.39716312056737
50.608000000000004,21.535067432098764,0.30548820806700466,0.10333333333333487,2.47,0,0.231,3.48,2.948,1.0028818443804033,327.3448773448773
50.692,21.45098084182099,0.2967359050445104,0.0641666666666667,2.81,0,0.225,3.27,2.824,0.8582677165354331,337.0
50.284,21.350065582561726,0.29807052561543584,0.03805555555555573,3.35,0,0.224,4.29,3.022,0.9862068965517242,335.4910714285714
50.992000000000004,21.672884693672838,0.3005932762030323,0.05743055555555576,2.35,0,0.228,2.52,3.022,0.7522388059701492,332.67543859649123
50.384,21.60777638888889,0.3319685736416953,0.0985416666666676,2.42,0,0.25,4.04,2.84,1.1812865497076024,301.2333333333333
50.176,21.281276694444447,0.30128840436075327,0.015208333333333024,3.58,0,0.228,4.56,2.887,0.9956331877729256,331.9078947368421
50.74,20.983862904320986,0.31433389544688034,0.07187500000000126,2.13,0,0.233,3.15,3.007,1.0063897763578276,318.13304721030033
50.592,21.482932909722223,0.2695004382120947,0.09805555555555641,2.79,0,0.205,3.52,3.261,0.9287598944591029,371.0569105691057
50.02,21.543553471450615,0.296263639369558,0.06076388888888887,3.73,0,0.224,4.95,3.054,1.0465116279069766,337.53720238095235
50.42,21.336709055555552,0.31061376737877244,0.03805555555555526,2.55,0,0.229,3.95,3.027,1.1126760563380282,321.94323144104806
49.984,21.08246257098766,0.3023767605633803,0.07500000000000025,2.96,0,0.229,5.04,3.185,1.2727272727272727,330.7132459970888
50.172,21.557426996913584,0.30478284771852665,0.06388888888888904,3.04,0,0.231,4.57,3.189,1.1311881188118813,328.1024531024531
50.348,21.324881971450615,0.27875659297497474,0.05576388888888869,2.77,0,0.207,4.13,3.074,1.0954907161803713,358.7359098228664
50.144,21.72653089506173,0.30762460116624496,0.08305555555555626,3.16,0,0.233,4.64,3.003,1.1153846153846152,325.071530758226
50.732,21.28660491666666,0.26581016723889694,0.09076388888888844,3.02,0,0.2,3.17,3.122,0.7885572139303483,376.20833333333326
50.968,21.13074857638889,0.3407229441956972,0.0857638888888891,2.38,0,0.26,2.58,2.601,0.7633136094674556,293.4935897435898
50.852000000000004,21.52122524305556,0.3154781465658889,0.08305555555555472,2.88,0,0.24,2.87,2.872,0.7396907216494846,316.9791666666667
50.832,21.18190085416667,0.2835983445872359,0.06222222222222202,1.96,0,0.217,2.92,3.157,0.9864864864864865,352.6113671274962
50.924,21.45608054320988,0.2650338945987316,0.08520833333333229,2.64,0,0.202,2.69,2.991,0.7390109890109889,377.31023102310235
50.208,21.465210119598765,0.2554872695346796,0.06583333333333342,2.78,0,0.194,4.48,3.074,1.1851851851851853,391.4089347079037
